Id,Intensity,Longitude,Latitude
171,47,-73.132363166,7.097982559
172,47,-73.1223834,7.1048191
173,47,-73.120952,7.1206581
174,47,-73.1271728,7.1334009
175,46,-73.1102905,7.0891882
176,46,-73.128428844,7.126203968
177,46,-73.111419750,7.118848800
178,46,-73.1085161,7.1155459
179,45,-73.117105450,7.122996800
180,45,-73.107114101,7.089872216
181,45,-73.126302379,7.123301006
182,45,-73.114529742,7.106522201
183,45,-73.1107441,7.1243223
184,45,-73.112590983,7.125681855
185,44,-73.127056172,7.128202071
186,44,-73.131219500,7.111431850
187,44,-73.109879150,7.131106250
188,44,-73.119579494,7.107077914
189,44,-73.116564052,7.121387789
190,44,-73.111270031,7.086039194
191,43,-73.114840350,7.088198300
192,43,-73.113864716,7.124776760
193,43,-73.1166268,7.1094684
194,43,-73.111975800,7.121853750
195,43,-73.1245655,7.1156579
196,42,-73.10950825,7.108003000
197,42,-73.1179761,7.1265844
198,42,-73.124029300,7.118788650
199,42,-73.1302478,7.1446286
200,42,-73.1257369,7.0973129
201,41,-73.119736160,7.097107633
202,41,-73.109421,7.0873044
203,41,-73.116282500,7.120608750
204,41,-73.1287823,7.1195874
205,41,-73.1221633,7.1168435
206,40,-73.124892300,7.118450150
207,40,-73.1257582,7.1207519
208,40,-73.134571069,7.151532763
209,39,-73.126235024,7.114032611
210,39,-73.128865764,7.117270747
211,39,-73.108399294,7.126482183
212,39,-73.130112450,7.092049900
213,39,-73.139181700,7.120662650
214,39,-73.1142643,7.1201806
215,39,-73.1276969,7.1191115
216,39,-73.1285053,7.1187921
217,39,-73.121099118,7.082935966
218,39,-73.1191307,7.0979434
219,38,-73.125282050,7.086813600
220,38,-73.131562500,7.117659350
221,38,-73.121078750,7.113851050
222,38,-73.1297125,7.1148393
223,38,-73.1108758,7.0916817
224,37,-73.11298005,7.127331850
225,37,-73.122444839,7.085379465
226,37,-73.1245491,7.1202467
227,37,-73.127338089,7.098883702
228,37,-73.139802516,7.104742489
229,37,-73.130114412,7.130661418
230,37,-73.135761868,7.113394192
231,36,-73.1268777,7.1273521
232,36,-73.126325539,7.089088774
233,36,-73.116590362,7.087956906
234,36,-73.117948100,7.124722350
235,36,-73.129196650,7.125923200
236,36,-73.124505,7.1177145
237,36,-73.143514450,7.153194850
238,36,-73.12993235,7.113094350
239,36,-73.1091459,7.1009886
240,36,-73.108485448,7.097132015
241,35,-73.1097362,7.1090723
242,35,-73.1235041,7.1073315
243,35,-73.1248043,7.1129187
244,35,-73.1221251,7.1211471
245,35,-73.111623150,7.119924700
246,35,-73.1255113,7.1293322
247,35,-73.135446892,7.108430963
248,35,-73.1307928,7.1020005
249,35,-73.1206324,7.1312006
250,35,-73.1254701,7.1199193
251,34,-73.1159606,7.113596
252,34,-73.111826700,7.121100250
253,34,-73.11074215,7.107835200
254,34,-73.097556378,7.105711611
255,34,-73.125329,7.1175037
256,34,-73.1199502,7.1182257
257,34,-73.1186655,7.1197121
258,33,-73.1174729,7.1318237
259,33,-73.119991235,7.111374618
260,33,-73.126151950,7.117305450
261,33,-73.1159205,7.109657800
262,33,-73.112196800,7.112746800
263,33,-73.100098050,7.116496600
264,33,-73.1107175,7.1189782
265,33,-73.112203200,7.123339750
266,33,-73.1238205,7.1166044
267,33,-73.1099462,7.110274
268,32,-73.115934700,7.105437450
269,32,-73.12961,7.1117904
270,32,-73.1018894,7.1373954
271,32,-73.110652350,7.114393350
272,32,-73.1142022,7.1036278
273,32,-73.120974438,7.106519009
274,32,-73.118003614,7.110298009
275,32,-73.1165644,7.0874901
276,32,-73.1109189,7.1156909
277,32,-73.135585491,7.087869350
278,32,-73.1153982,7.1239207
279,32,-73.114651496,7.112013312
280,32,-73.1186748,7.1181408
281,31,-73.125276100,7.089347900
282,31,-73.116637971,7.110517692
283,31,-73.121131148,7.087276849
284,31,-73.097244323,7.101478983
285,31,-73.1252578,7.1369478
286,31,-73.1227242,7.1226168
287,31,-73.1276734,7.1160477
288,31,-73.13373,7.1315897
289,31,-73.1251082,7.1362221
290,31,-73.126584000,7.135921750
291,31,-73.1314525,7.1121589
292,31,-73.131142504,7.150035761
293,31,-73.1256606,7.1037888
294,31,-73.112292472,7.124014193
295,31,-73.1221665,7.1259707
296,31,-73.124405159,7.146942297
297,30,-73.1259262,7.0996989
298,30,-73.118800751,7.115892142
299,30,-73.106618853,7.098014772
300,30,-73.115051,7.132337
301,30,-73.107140041,7.101098899
302,30,-73.120105211,7.109439867
303,30,-73.116337900,7.10878545
304,30,-73.106144123,7.112823758
305,30,-73.126246187,7.152202627
306,30,-73.1305545,7.1123782
307,30,-73.127392,7.1298667
308,30,-73.119255016,7.095977158
309,29,-73.121933800,7.129173600
310,29,-73.131333050,7.116884850
311,29,-73.120059350,7.078422600
312,29,-73.120482527,7.137494367
313,29,-73.118405366,7.113025436
314,29,-73.1242421,7.1363674
315,29,-73.124898785,7.084916965
316,29,-73.125623400,7.118158350
317,29,-73.1188749,7.1141175
318,29,-73.130230400,7.113893700
319,29,-73.1343695,7.1566098
320,29,-73.1144348,7.1256817
321,28,-73.134175241,7.147987594
322,28,-73.1171393,7.1301343
323,28,-73.127913659,7.113501234
324,28,-73.1318677,7.1157895
325,28,-73.120667400,7.119883350
326,28,-73.122382218,7.115811131
327,28,-73.131732486,7.120768869
328,28,-73.123975450,7.130536050
329,28,-73.1159712,7.116814
330,28,-73.1217987,7.120338
331,28,-73.1344066,7.1306739
332,28,-73.128854500,7.124285250
333,28,-73.1261935,7.1283523
334,28,-73.1234275,7.0769213
335,27,-73.114068650,7.107387750
336,27,-73.1265721,7.1204544
337,27,-73.122510393,7.124765000
338,27,-73.140193035,7.147673681
339,27,-73.121151849,7.125568569
340,27,-73.129673700,7.128411700
341,27,-73.1244013,7.1250535
342,27,-73.121698600,7.115147550
343,27,-73.1212535,7.1214658
344,27,-73.107371577,7.111148447
345,27,-73.1278317,7.0998355
346,27,-73.112823800,7.111469050
347,27,-73.120074138,7.132186135
348,27,-73.1108826,7.1249997
349,27,-73.1133742,7.1156371
350,27,-73.123055991,7.134675983
351,27,-73.118202350,7.080997650
352,27,-73.1081655,7.1135798
353,27,-73.133989163,7.153197011
354,27,-73.129041303,7.125222714
355,27,-73.101039150,7.102717850
356,26,-73.1191357,7.1323585
357,26,-73.1072185,7.1231359
358,26,-73.1229231,7.141777
359,26,-73.1082274,7.1165324
360,26,-73.125756850,7.116299900
361,26,-73.116933726,7.111129958
362,26,-73.112328724,7.115319432
363,26,-73.096964000,7.099335700
364,26,-73.1098282,7.1132599
365,26,-73.1093161,7.1168908
366,26,-73.1252417,7.1222585
367,26,-73.118007598,7.076674290
368,26,-73.127509,7.1152596
369,26,-73.1142357,7.1181388
370,26,-73.1175602,7.1259125
371,26,-73.1229919,7.1232721
372,26,-73.1095134,7.0883821
373,26,-73.1380603,7.0910871
374,26,-73.127694500,7.121159200
375,26,-73.126809511,7.124993507
376,26,-73.130923615,7.102647765
377,25,-73.1166525,7.11689
378,25,-73.1538354,7.1337182
379,25,-73.1163269,7.1256281
380,25,-73.130385993,7.121708086
381,25,-73.1307075,7.1521869
382,25,-73.115409774,7.084557949
383,25,-73.127240000,7.117664750
384,25,-73.109528566,7.105731675
385,25,-73.122972650,7.129871600
386,25,-73.1202023,7.1044748
387,25,-73.1224984,7.1220353
388,25,-73.108640850,7.123197650
389,25,-73.1241544,7.1269837
390,24,-73.133971800,7.152120750
391,24,-73.116808745,7.106462827
392,24,-73.1154518,7.0820344
393,24,-73.124043553,7.088215016
394,24,-73.1100292,7.1357786
395,24,-73.1232665,7.0831394
396,24,-73.112126350,7.116365600
397,24,-73.1145338,7.1152421
398,24,-73.128036946,7.133225997
399,24,-73.115678300,7.108882900
400,24,-73.1159348,7.1248917
401,24,-73.113106450,7.109218400
402,24,-73.119811000,7.124743150
403,24,-73.131634800,7.111209850
404,24,-73.1373208,7.1573737
405,23,-73.132356300,7.110824450
406,23,-73.116716,7.1244347
407,23,-73.117828234,7.137598209
408,23,-73.1158869,7.1321591
409,23,-73.129361265,7.126787770
410,23,-73.117087698,7.084777227
411,23,-73.120427215,7.125841007
412,23,-73.12397,7.1029461
413,23,-73.106713693,7.129271156
414,23,-73.128729530,7.133980574
415,23,-73.105918400,7.109760700
416,22,-73.130699300,7.133708600
417,22,-73.107258,7.094456200
418,22,-73.113486730,7.123286486
419,22,-73.1074131,7.0957891
420,22,-73.1279998,7.1198745
421,22,-73.115018300,7.105988650
422,22,-73.1224672,7.1273187
423,22,-73.133894518,7.150961261
424,22,-73.123529285,7.137112929
425,22,-73.1267436,7.1464219
426,22,-73.1248981,7.1164262
427,22,-73.141315,7.104105
428,22,-73.120604700,7.116449050
429,22,-73.108393,7.1149053
430,22,-73.1316784,7.1400838
431,22,-73.1387727,7.1259258
432,22,-73.1158927,7.1115647
433,22,-73.109295579,7.095064460
434,21,-73.1090738,7.1154371
435,21,-73.112331699,7.113664263
436,21,-73.131691408,7.100047530
437,21,-73.1431532,7.1653117
438,21,-73.1319631,7.137431
439,21,-73.130499104,7.139440100
440,21,-73.1189519,7.1223036
441,21,-73.114040249,7.096790113
442,21,-73.1216204,7.1318843
443,21,-73.134420850,7.109310000
444,21,-73.1153738,7.0880107
445,21,-73.1278985,7.1245619
446,21,-73.138184284,7.106264532
447,21,-73.1171291,7.1251897
448,21,-73.112443600,7.124728100
449,21,-73.1447608,7.0890071
450,21,-73.0958477,7.1066591
451,21,-73.1261483,7.1218505
452,21,-73.122107030,7.081510756
453,20,-73.138117,7.1598166
454,20,-73.1239109,7.1261471
455,20,-73.1252255,7.1247551
456,20,-73.117027663,7.107720056
457,20,-73.107327419,7.113676638
458,20,-73.117897050,7.113769000
459,20,-73.166106200,7.099387200
460,20,-73.122100250,7.118541300
461,20,-73.1073767,7.0935044
462,20,-73.1112753,7.0907245
463,20,-73.121312,7.1262888
464,20,-73.1057582,7.1085705
465,20,-73.1126675,7.0852939
466,20,-73.117419519,7.119223697
467,20,-73.119009447,7.104083726
468,20,-73.1178659,7.1120121
469,20,-73.1185727,7.126278
470,20,-73.119444494,7.129532731
471,20,-73.128750319,7.134750560
472,20,-73.126020750,7.131899650
473,19,-73.121301800,7.134660450
474,19,-73.1395282,7.1625799
475,19,-73.119025900,7.120477950
476,19,-73.124345010,7.092505469
477,19,-73.1169666,7.1292873
478,19,-73.1136078,7.1209222
479,19,-73.1098545,7.1167946
480,19,-73.126737400,7.124155050
481,19,-73.1233083,7.1315585
482,19,-73.12262,7.1325623
483,19,-73.113096250,7.101239200
484,19,-73.1278287,7.13646
485,19,-73.1318207,7.1133861
486,19,-73.124324612,7.132247374
487,19,-73.1176576,7.0862338
488,19,-73.1247056,7.1258126
489,19,-73.133419024,7.142213107
490,19,-73.164346550,7.104156250
491,19,-73.1236458,7.1253533
492,19,-73.116088350,7.080131350
493,19,-73.131246632,7.157316862
494,19,-73.1283517,7.1151365
495,19,-73.107434550,7.115046450
496,19,-73.130535797,7.132894366
497,19,-73.1306898,7.1482693
498,18,-73.1202184,7.1209228
499,18,-73.123127850,7.116697350
500,18,-73.1198105,7.1076394
501,18,-73.1294642,7.1321063
502,18,-73.127086043,7.096861946
503,18,-73.1232058,7.12176
504,18,-73.107145250,7.130814300
505,18,-73.1347379,7.1218788
506,18,-73.118568,7.1215017
507,18,-73.125451500,7.115535250
508,18,-73.104581696,7.100623343
509,18,-73.1145044,7.1332701
510,18,-73.109334371,7.091895509
511,18,-73.1274421,7.1182588
512,18,-73.129871379,7.140444883
513,18,-73.113672000,7.106228900
514,18,-73.1139823,7.1197896
515,18,-73.1151573,7.1099218
516,17,-73.126937599,7.154150279
517,17,-73.1055996,7.1140825
518,17,-73.1151633,7.1252781
519,17,-73.112085700,7.122593500
520,17,-73.1158008,7.1227512
521,17,-73.1238265,7.1296925
522,17,-73.114875791,7.128241128
523,17,-73.1124267,7.118604
524,17,-73.1276765,7.1357109
525,17,-73.135077450,7.119319255
526,17,-73.1288545,7.1330807
527,17,-73.1261071,7.1244178
528,17,-73.1298648,7.1249232
529,17,-73.133850150,7.109750150
530,17,-73.1178167,7.1334982
531,17,-73.1186969,7.1297978
532,17,-73.1082418,7.1205047
533,17,-73.1091495,7.1192203
534,17,-73.118673950,7.109959450
535,17,-73.113563150,7.128415105
536,17,-73.137785600,7.107490550
537,17,-73.1231013,7.1264559
538,17,-73.117343600,7.111507850
539,17,-73.1181341,7.0867133
540,16,-73.118187400,7.120781150
541,16,-73.1100544,7.1202054
542,16,-73.1127872,7.0907351
543,16,-73.1295424,7.1193051
544,16,-73.1236997,7.1179817
545,16,-73.120043090,7.132916674
546,16,-73.1174409,7.0788107
547,16,-73.1262486,7.1196312
548,16,-73.1228602,7.1107415
549,16,-73.1299431,7.1386367
550,16,-73.129205850,7.114147000
551,16,-73.103013357,7.112116722
552,16,-73.1291207,7.1205194
553,16,-73.1018758,7.1324893
554,16,-73.119316900,7.106381850
555,16,-73.1149746,7.1210555
556,16,-73.120928515,7.110921884
557,16,-73.1301061,7.1182159
558,16,-73.1264162,7.1384757
559,16,-73.1306016,7.1196128
560,16,-73.126893816,7.136967162
561,16,-73.108962,7.1148027
562,16,-73.1170541,7.0859815
563,16,-73.126221450,7.100556950
564,15,-73.119194450,7.107699250
565,15,-73.1307867,7.1442802
566,15,-73.117903800,7.136210950
567,15,-73.134909254,7.141911576
568,15,-73.132187863,7.138111298
569,15,-73.141414445,7.102742455
570,15,-73.1292573,7.1185077
571,15,-73.1202115,7.1124338
572,15,-73.1211072,7.1293666
573,15,-73.112465348,7.108465117
574,15,-73.108011667,7.124509191
575,15,-73.1224572,7.1317069
576,15,-73.1086318,7.1193308
577,15,-73.119092700,7.105753950
578,15,-73.122132850,7.134497650
579,15,-73.115516486,7.104292556
580,15,-73.112574450,7.134289350
581,15,-73.1267028,7.1309024
582,15,-73.1129812,7.1000934
583,15,-73.124559188,7.137239043
584,15,-73.1278422,7.1169549
585,15,-73.116270300,7.103993014
586,15,-73.131205050,7.118621250
587,15,-73.132413633,7.101267401
588,15,-73.1208975,7.1226569
589,15,-73.1084565,7.1216938
590,15,-73.112662350,7.114485100
591,15,-73.140897923,7.109275327
592,15,-73.112723911,7.119458399
593,14,-73.1223361,7.1266847
594,14,-73.1429161,7.1028541
595,14,-73.107593900,7.110239950
596,14,-73.1093935,7.0866225
597,14,-73.1265424,7.1146745
598,14,-73.129761744,7.117009915
599,14,-73.1112419,7.1219953
600,14,-73.1238287,7.1340801
601,14,-73.112607820,7.133551549
602,14,-73.124693,7.1294934
603,14,-73.111506,7.1234529
604,14,-73.116998900,7.114215700
605,14,-73.1255561,7.1230161
606,14,-73.122255448,7.098942550
607,14,-73.119461249,7.134956094
608,14,-73.128005200,7.121915600
609,14,-73.1296917,7.1241028
610,14,-73.1133575,7.1183675
611,14,-73.1233291,7.1271554
612,14,-73.110503,7.1228699
613,14,-73.1098536,7.122991
614,14,-73.1090287,7.1215864
615,14,-73.114816872,7.102900071
616,14,-73.1103471,7.1258675
617,14,-73.1090197,7.1183831
618,14,-73.113217631,7.098688850
619,14,-73.124408050,7.144539000
620,14,-73.1239666,7.1214954
621,14,-73.135509678,7.150554880
622,14,-73.1193642,7.0840953
623,14,-73.1327113,7.1199394
624,14,-73.101319150,7.098083300
625,13,-73.130979888,7.098447146
626,13,-73.1118432,7.1255818
627,13,-73.132488000,7.121558000
628,13,-73.1162031,7.129447
629,13,-73.1061736,7.1184858
630,13,-73.110257852,7.096318898
631,13,-73.1137621,7.1260641
632,13,-73.1162534,7.1124293
633,13,-73.122417050,7.117523950
634,13,-73.109398,7.1238162
635,13,-73.1268229,7.1161394
636,13,-73.118267400,7.1255296
637,13,-73.1292987,7.1312455
638,13,-73.1094755,7.1208887
639,13,-73.128734160,7.104135962
640,13,-73.106685,7.1104698
641,13,-73.112241707,7.129118365
642,13,-73.1150161,7.1363888
643,13,-73.126977123,7.097845615
644,13,-73.1047304,7.1096861
645,13,-73.1181764,7.1144378
646,13,-73.118434,7.1281848
647,13,-73.1248828,7.1012635
648,13,-73.116186,7.12348
649,13,-73.123289392,7.124113130
650,13,-73.1104248,7.1275537
651,13,-73.111915300,7.128272800
652,13,-73.1249483,7.1353551
653,13,-73.116185625,7.083079849
654,13,-73.128138574,7.102722251
655,13,-73.1173069,7.1309852
656,13,-73.1072976,7.1219828
657,13,-73.1265292,7.1300369
658,13,-73.1168435,7.0996646
659,13,-73.115331600,7.121963800
660,13,-73.106301513,7.093651743
661,13,-73.1279642,7.1373086
662,13,-73.130278200,7.122961000
663,13,-73.1256028,7.1346028
664,13,-73.1120948,7.1076836
665,12,-73.1351076,7.0959212
666,12,-73.1407315,7.1537074
667,12,-73.1265839,7.1393037
668,12,-73.1245331,7.0829393
669,12,-73.1276102,7.1237906
670,12,-73.1077786,7.1114327
671,12,-73.119413950,7.115275000
672,12,-73.116362750,7.134465750
673,12,-73.1088104,7.1203833
674,12,-73.1275044,7.1205896
675,12,-73.122999591,7.138932985
676,12,-73.1303365,7.1029433
677,12,-73.112190500,7.117365400
678,12,-73.1093743,7.1203106
679,12,-73.124763561,7.123535426
680,12,-73.115598750,7.110905350
681,12,-73.1195955,7.1194118
682,12,-73.141671550,7.153004850
683,12,-73.1236552,7.1288535
684,12,-73.130313017,7.136431885
685,12,-73.1114579,7.1266389
686,12,-73.1133672,7.0921424
687,12,-73.126055,7.1438672
688,12,-73.1107121,7.1267619
689,12,-73.1214286,7.1239999
690,12,-73.128581900,7.097351100
691,12,-73.1104313,7.1167008
692,12,-73.116476902,7.091937343
693,12,-73.1284914,7.1270464
694,12,-73.1053394,7.1174238
695,12,-73.130019632,7.141180731
696,12,-73.135735209,7.154199257
697,12,-73.1101178,7.1244289
698,12,-73.113353976,7.113533562
699,12,-73.1235902,7.0925851
700,12,-73.130510731,7.082289603
701,12,-73.118597,7.1235777
702,12,-73.1293805,7.1158658
703,12,-73.1317664,7.0803302
704,12,-73.1109874,7.1257442
705,12,-73.117522711,7.104277902
706,12,-73.1176444,7.0975853
707,12,-73.1449966,7.0896219
708,12,-73.1293942,7.0991045
709,12,-73.1222472,7.1350009
710,12,-73.1146616,7.1306381
711,12,-73.1252972,7.1329093
712,11,-73.1247637,7.1345638
713,11,-73.111610450,7.093602950
714,11,-73.107744469,7.129308306
715,11,-73.112717838,7.107363569
716,11,-73.106996,7.1372431
717,11,-73.121656018,7.136421636
718,11,-73.1154561,7.1128877
719,11,-73.1120843,7.1122331
720,11,-73.1266844,7.1153702
721,11,-73.1286255,7.1406669
722,11,-73.1093144,7.1270533
723,11,-73.1155711,7.1152051
724,11,-73.109940836,7.125173793
725,11,-73.1191177,7.1129462
726,11,-73.1202118,7.0876393
727,11,-73.1220992,7.1236805
728,11,-73.110988679,7.109497166
729,11,-73.1201709,7.0835676
730,11,-73.1089314,7.1112432
731,11,-73.128872011,7.137572642
732,11,-73.1079063,7.1121209
733,11,-73.095033715,7.098922494
734,11,-73.1106446,7.1236049
735,11,-73.1205303,7.1217234
736,11,-73.1077065,7.115586
737,11,-73.1091374,7.122351
738,11,-73.1146831,7.1243181
739,11,-73.1291903,7.1150104
740,11,-73.1215856,7.1223859
741,11,-73.1226524,7.1102563
742,11,-73.113387,7.1109933
743,11,-73.130354,7.1190281
744,11,-73.115340101,7.134288186
745,11,-73.120801050,7.132908500
746,11,-73.1258687,7.1266422
747,11,-73.1100043,7.123709
748,11,-73.1087078,7.1134609
749,11,-73.124577238,7.102709210
750,11,-73.1281395,7.1143316
751,11,-73.132796022,7.114581204
752,11,-73.116767,7.1263529
753,11,-73.1246792,7.1339236
754,11,-73.120282829,7.136060580
755,11,-73.1174027,7.1351099
756,11,-73.1131887,7.1164587
757,11,-73.1364028,7.0956269
758,10,-73.1318852,7.157948
759,10,-73.133965550,7.088649350
760,10,-73.1337887,7.1212854
761,10,-73.1118555,7.1140615
762,10,-73.133347347,7.125383754
763,10,-73.106812,7.1086452
764,10,-73.137819509,7.095937241
765,10,-73.1238917,7.1345287
766,10,-73.1177772,7.1217834
767,10,-73.1340427,7.122744
768,10,-73.1337157,7.1549265
769,10,-73.104892090,7.097995879
770,10,-73.1277411,7.091332
771,10,-73.111827162,7.103436235
772,10,-73.101594936,7.131721066
773,10,-73.1234818,7.1324092
774,10,-73.1228712,7.1208693
775,10,-73.1155214,7.1304483
776,10,-73.1203529,7.1191363
777,10,-73.1261663,7.1327413
778,10,-73.139159293,7.111838975
779,10,-73.126417550,7.144772300
780,10,-73.130724,7.1128892
781,10,-73.125215537,7.146063299
782,10,-73.1219843,7.1335669
783,10,-73.1092075,7.1098033
784,10,-73.1136248,7.1191085
785,10,-73.111263082,7.094749790
786,10,-73.110818850,7.102219412
787,10,-73.1117628,7.1248477
788,10,-73.1254442,7.1337366
789,10,-73.1318075,7.0975735
790,10,-73.1370666,7.1229338
791,10,-73.1135441,7.0825219
792,10,-73.1202985,7.106792
793,10,-73.136078378,7.118318367
794,10,-73.129467702,7.084308456
795,10,-73.1251963,7.1276799
796,10,-73.129564250,7.121540416
797,10,-73.1324196,7.1252571
798,10,-73.133531424,7.081154155
799,10,-73.122506737,7.087739676
800,10,-73.122570149,7.136645744
801,10,-73.1322933,7.1399623
802,10,-73.1238957,7.0893211
803,10,-73.1056304,7.1314046
804,10,-73.118838800,7.106743000
805,10,-73.099120953,7.130613957
806,10,-73.1179475,7.1299558
807,10,-73.109460250,7.091156150
808,10,-73.1300285,7.1257356
809,10,-73.114766800,7.079922550
810,10,-73.1161187,7.1176209
811,10,-73.1275589,7.1307161
812,10,-73.1218302,7.1230205
813,10,-73.134152550,7.113947900
814,9,-73.1152294,7.1331385
815,9,-73.1329048,7.1317433
816,9,-73.1088855,7.1239005
817,9,-73.105189986,7.133771699
818,9,-73.1248552,7.096998600
819,9,-73.125556,7.0980727
820,9,-73.121560000,7.117656050
821,9,-73.1260173,7.0962877
822,9,-73.1135406,7.0859279
823,9,-73.122388600,7.086580650
