Date,Year,Month,WeekOfYear,DayOfWeek,DayOfYear,Hour,Data Entity,Severity,Latitude,Longitude ,Intersection Id
2018-06-05,2018,6,23,1,156,6,DTB,2.0,7.136919,-73.1252655,285
2018-06-06,2018,6,23,2,157,7,DTB,4.0,7.1076943,-73.1157086,133
2018-06-06,2018,6,23,2,157,8,DTB,2.0,7.0852892,-73.1135677,167
2018-06-06,2018,6,23,2,157,8,DTB,4.0,7.122761,-73.128733,2
2018-06-06,2018,6,23,2,157,11,DTB,4.0,7.122761,-73.128733,2
2018-06-06,2018,6,23,2,157,10,DTB,4.0,7.1326911,-73.1217967,841
2018-06-06,2018,6,23,2,157,12,DTB,2.0,7.104183,-73.1404311,228
2018-06-06,2018,6,23,2,157,13,DTB,2.0,7.1180997,-73.1142601,369
2018-06-06,2018,6,23,2,157,15,DTB,4.0,7.1172935,-73.1288682,210
2018-06-06,2018,6,23,2,157,19,DTB,4.0,7.119349,-73.1227416,0
2018-06-06,2018,6,23,2,157,21,DTB,4.0,7.1379615,-73.1245914,982
2018-06-06,2018,6,23,2,157,6,DTB,4.0,7.1370098,-73.1208848,312
2018-06-06,2018,6,23,2,157,18,DTB,2.0,7.1459975,-73.1262242,425
2018-06-07,2018,6,23,3,158,19,DTB,2.0,7.1499873,-73.1320101,16
2018-06-07,2018,6,23,3,158,17,DTB,4.0,7.1155403,-73.1085182,178
2018-06-07,2018,6,23,3,158,8,DTB,2.0,7.105274,-73.116459,142
2018-06-07,2018,6,23,3,158,7,DTB,2.0,7.1487272,-73.1400784,39
2018-06-07,2018,6,23,3,158,6,DTB,4.0,7.150365,-73.1357404,621
2018-06-07,2018,6,23,3,158,12,DTB,2.0,7.1451886,-73.1247294,1015
2018-06-08,2018,6,23,4,159,20,DTB,2.0,7.0973,-73.10308,102
2018-06-08,2018,6,23,4,159,20,DTB,4.0,7.1013668,-73.1270438,1081
2018-06-08,2018,6,23,4,159,19,DTB,2.0,7.1324046,-73.114437,942
2018-06-08,2018,6,23,4,159,19,DTB,2.0,7.1084339,-73.1169687,69
2018-06-08,2018,6,23,4,159,13,DTB,2.0,7.1274549,-73.1191323,1
2018-06-08,2018,6,23,4,159,15,DTB,2.0,7.1351848,-73.1300569,92
2018-06-08,2018,6,23,4,159,12,DTB,2.0,7.1251297,-73.1102346,724
2018-06-08,2018,6,23,4,159,9,DTB,4.0,7.1004106,-73.1102477,1086
2018-06-08,2018,6,23,4,159,8,DTB,2.0,7.0859528,-73.1153985,98
2018-06-08,2018,6,23,4,159,7,DTB,4.0,7.1076943,-73.1157086,133
2018-06-08,2018,6,23,4,159,15,DTB,2.0,7.1311749,-73.1322384,835
2018-06-09,2018,6,23,5,160,6,DTB,4.0,7.087376,-73.130846,87
2018-06-09,2018,6,23,5,160,8,DTB,4.0,7.1293586,-73.1255662,246
2018-06-09,2018,6,23,5,160,22,DTB,2.0,7.119349,-73.1227416,0
2018-06-09,2018,6,23,5,160,18,DTB,2.0,7.1261188,-73.1217516,295
2018-06-09,2018,6,23,5,160,22,DTB,2.0,7.1273297,-73.126868,231
2018-06-09,2018,6,23,5,160,12,DTB,4.0,7.1288156,-73.1236697,683
2018-06-10,2018,6,23,6,161,22,DTB,2.0,7.113138,-73.129883,238
2018-06-10,2018,6,23,6,161,23,DTB,2.0,7.1213292,-73.1102481,845
2018-06-10,2018,6,23,6,161,22,DTB,2.0,7.1360252,-73.125948,67
2018-06-10,2018,6,23,6,161,19,DTB,2.0,7.1357469,-73.1100213,394
2018-06-10,2018,6,23,6,161,12,DTB,4.0,7.1079486,-73.1095956,196
2018-06-10,2018,6,23,6,161,17,DTB,4.0,7.0996939,-73.1073169,29
2018-06-10,2018,6,23,6,161,21,DTB,4.0,7.1114444,-73.1312545,186
2018-06-10,2018,6,23,6,161,23,DTB,2.0,7.1211974,-73.1193572,50
2018-06-10,2018,6,23,6,161,3,DTB,4.0,7.1239422,-73.1232667,649
2018-06-10,2018,6,23,6,161,4,DTB,2.0,7.1170588,-73.105491,694
2018-06-10,2018,6,23,6,161,15,DTB,2.0,7.1321931,-73.124275,486
2018-06-10,2018,6,23,6,161,16,DTB,2.0,7.1234215,-73.1285452,2
2018-06-10,2018,6,23,6,161,17,DTB,2.0,7.1341788,-73.1293386,40
2018-06-10,2018,6,23,6,161,21,DTB,4.0,7.1326911,-73.1217967,841
2018-06-11,2018,6,24,0,162,9,DTB,2.0,7.119349,-73.1227416,0
2018-06-11,2018,6,24,0,162,14,DTB,4.0,7.122761,-73.128733,2
2018-06-11,2018,6,24,0,162,9,DTB,2.0,7.1378781,-73.1320604,568
2018-06-11,2018,6,24,0,162,16,DTB,4.0,7.1148748,-73.1243003,162
2018-06-11,2018,6,24,0,162,6,DTB,4.0,7.0916787,-73.1123037,1044
2018-06-11,2018,6,24,0,162,17,DTB,4.0,7.119349,-73.1227416,0
2018-06-11,2018,6,24,0,162,19,DTB,4.0,7.1079486,-73.1095956,196
2018-06-11,2018,6,24,0,162,7,DTB,2.0,7.0853161,-73.1163061,160
2018-06-11,2018,6,24,0,162,7,DTB,4.0,7.1347207,-73.103761,30
2018-06-11,2018,6,24,0,162,13,DTB,4.0,7.1152285,-73.122992,168
2018-06-11,2018,6,24,0,162,10,DTB,4.0,7.082697,-73.1218276,152
2018-06-12,2018,6,24,1,163,8,DTB,2.0,7.1277507,-73.1067672,1312
2018-06-12,2018,6,24,1,163,4,DTB,4.0,7.1021922,-73.113441,134
2018-06-12,2018,6,24,1,163,23,DTB,2.0,7.149357,-73.1321853,16
2018-06-12,2018,6,24,1,163,21,DTB,4.0,7.0909342,-73.1190155,117
2018-06-12,2018,6,24,1,163,19,DTB,4.0,7.1218375,-73.1119397,194
2018-06-12,2018,6,24,1,163,17,DTB,4.0,7.1337234,-73.1166586,1175
2018-06-12,2018,6,24,1,163,11,DTB,4.0,7.12262,-73.12275,286
2018-06-13,2018,6,24,2,164,6,DTB,2.0,7.08915,-73.1103119,175
2018-06-13,2018,6,24,2,164,14,DTB,4.0,7.1173183,-73.1223649,633
2018-06-13,2018,6,24,2,164,13,DTB,4.0,7.1188341,-73.1114986,177
2018-06-13,2018,6,24,2,164,6,DTB,2.0,7.1285489,-73.1136848,535
2018-06-14,2018,6,24,3,165,10,DTB,4.0,7.1263371,-73.1279653,84
2018-06-14,2018,6,24,3,165,7,DTB,2.0,7.1113781,-73.1144981,47
2018-06-14,2018,6,24,3,165,8,DTB,2.0,7.1124315,-73.1162612,632
2018-06-14,2018,6,24,3,165,10,DTB,4.0,7.1367768,-73.1291779,159
2018-06-14,2018,6,24,3,165,20,DTB,2.0,7.1306332,-73.1172919,655
2018-06-14,2018,6,24,3,165,9,DTB,4.0,7.1110989,-73.109457,730
2018-06-14,2018,6,24,3,165,20,DTB,2.0,7.1242325,-73.1142375,738
2018-06-14,2018,6,24,3,165,19,DTB,4.0,7.118442,-73.121156,122
2018-06-14,2018,6,24,3,165,16,DTB,4.0,7.1174107,-73.1280109,52
2018-06-14,2018,6,24,3,165,17,DTB,2.0,7.1225923,-73.1166695,147
2018-06-14,2018,6,24,3,165,17,DTB,4.0,7.1273297,-73.126868,231
2018-06-14,2018,6,24,3,165,10,DTB,4.0,7.1144216,-73.1181746,645
2018-06-15,2018,6,24,4,166,11,DTB,4.0,7.1263371,-73.1279653,84
2018-06-15,2018,6,24,4,166,7,DTB,4.0,7.089364,-73.1324768,9
2018-06-15,2018,6,24,4,166,9,DTB,4.0,7.1155019,-73.1150574,145
2018-06-15,2018,6,24,4,166,16,DTB,4.0,7.1175894,-73.1112649,7
2018-06-15,2018,6,24,4,166,16,DTB,2.0,7.1170983,-73.1270727,65
2018-06-15,2018,6,24,4,166,18,DTB,4.0,7.1145644,-73.1250262,32
2018-06-15,2018,6,24,4,166,16,DTB,4.0,7.0924036,-73.1142804,53
2018-06-15,2018,6,24,4,166,18,DTB,2.0,7.1302504,-73.1299698,229
2018-06-15,2018,6,24,4,166,19,DTB,2.0,7.1469879,-73.1331975,59
2018-06-15,2018,6,24,4,166,12,DTB,2.0,7.1145644,-73.1250262,32
2018-06-15,2018,6,24,4,166,13,DTB,2.0,7.1039319,-73.1107608,22
2018-06-15,2018,6,24,4,166,18,DTB,4.0,7.1039319,-73.1107608,22
2018-06-16,2018,6,24,5,167,14,DTB,2.0,7.1165553,-73.1238105,266
2018-06-16,2018,6,24,5,167,10,DTB,2.0,7.09382,-73.13018,70
2018-06-16,2018,6,24,5,167,21,DTB,2.0,7.11931,-73.1214239,12
2018-06-16,2018,6,24,5,167,19,DTB,4.0,7.1175894,-73.1112649,7
2018-06-16,2018,6,24,5,167,19,DTB,2.0,7.0977973,-73.1269764,643
2018-06-16,2018,6,24,5,167,18,DTB,2.0,7.0991611,-73.0969455,363
2018-06-16,2018,6,24,5,167,18,DTB,2.0,7.109566,-73.1295739,8
2018-06-16,2018,6,24,5,167,11,DTB,2.0,7.1007637,-73.1225682,115
2018-06-16,2018,6,24,5,167,13,DTB,2.0,7.1141243,-73.12066,221
2018-06-16,2018,6,24,5,167,13,DTB,2.0,7.0919707,-73.1382384,373
2018-06-17,2018,6,24,6,168,19,DTB,4.0,7.123315,-73.1121823,265
2018-06-17,2018,6,24,6,168,15,DTB,4.0,7.1205976,-73.1162204,203
2018-06-17,2018,6,24,6,168,14,DTB,2.0,7.1606967,-73.1323789,38
2018-06-17,2018,6,24,6,168,2,DTB,4.0,7.1274549,-73.1191323,1
2018-06-17,2018,6,24,6,168,5,DTB,4.0,7.0831293,-73.1225868,395
2018-06-17,2018,6,24,6,168,12,DTB,2.0,7.0916445,-73.129707,212
2018-06-17,2018,6,24,6,168,13,DTB,4.0,7.1274549,-73.1191323,1
2018-06-18,2018,6,25,0,169,2,DTB,4.0,7.1133049,-73.1235954,13
2018-06-18,2018,6,25,0,169,6,DTB,4.0,7.1095675,-73.1098424,110
2018-06-18,2018,6,25,0,169,7,DTB,4.0,7.0952028,-73.1040679,1042
2018-06-18,2018,6,25,0,169,18,DTB,2.0,7.122761,-73.128733,2
2018-06-18,2018,6,25,0,169,14,DTB,4.0,7.122748,-73.1113997,104
2018-06-18,2018,6,25,0,169,13,DTB,2.0,7.1036275,-73.1251821,1206
2018-06-18,2018,6,25,0,169,23,DTB,2.0,7.1102855,-73.1143603,100
2018-06-18,2018,6,25,0,169,11,DTB,2.0,7.1230704,-73.1087278,388
2018-06-18,2018,6,25,0,169,11,DTB,4.0,7.0984779,-73.13262,171
2018-06-18,2018,6,25,0,169,20,DTB,2.0,7.0997203,-73.125966,297
2018-06-19,2018,6,25,1,170,15,DTB,2.0,7.0796699,-73.1136222,1020
2018-06-19,2018,6,25,1,170,8,DTB,4.0,7.1219956,-73.1197926,31
2018-06-19,2018,6,25,1,170,7,DTB,2.0,7.1215133,-73.1090318,614
2018-06-19,2018,6,25,1,170,7,DTB,2.0,7.1360252,-73.125948,67
2018-06-19,2018,6,25,1,170,7,DTB,2.0,7.0909342,-73.1190155,117
2018-06-19,2018,6,25,1,170,11,DTB,2.0,7.1187585,-73.1155253,106
2018-06-19,2018,6,25,1,170,14,DTB,2.0,7.0916174,-73.1151574,1360
2018-06-19,2018,6,25,1,170,8,DTB,4.0,7.1038764,-73.1107025,22
2018-06-19,2018,6,25,1,170,16,DTB,4.0,7.122761,-73.128733,2
2018-06-19,2018,6,25,1,170,18,DTB,2.0,7.114425,-73.1250874,32
2018-06-19,2018,6,25,1,170,19,DTB,4.0,7.1274549,-73.1191323,1
2018-06-19,2018,6,25,1,170,8,DTB,2.0,7.1003835,-73.129592,121
2018-06-19,2018,6,25,1,170,21,DTB,4.0,7.1169936,-73.1087774,64
2018-06-19,2018,6,25,1,170,11,DTB,2.0,7.1069596,-73.1373742,123
2018-06-19,2018,6,25,1,170,18,DTB,2.0,7.113335,-73.1093035,155
2018-06-20,2018,6,25,2,171,11,DTB,2.0,7.0842028,-73.1521033,116
2018-06-20,2018,6,25,2,171,10,DTB,2.0,7.1119438,-73.1303851,306
2018-06-20,2018,6,25,2,171,1,DTB,4.0,7.1142216,-73.1106765,271
2018-06-20,2018,6,25,2,171,0,DTB,2.0,7.0852892,-73.1135677,167
2018-06-20,2018,6,25,2,171,17,DTB,4.0,7.1358825,-73.1267798,290
2018-06-20,2018,6,25,2,171,18,DTB,2.0,7.1281071,-73.1270195,185
2018-06-20,2018,6,25,2,171,19,DTB,2.0,7.1299606,-73.1230092,385
2018-06-20,2018,6,25,2,171,19,DTB,2.0,7.1177887,-73.1197468,15
2018-06-20,2018,6,25,2,171,22,DTB,4.0,7.0871048,-73.1181528,539
2018-06-20,2018,6,25,2,171,17,DTB,4.0,7.1091755,-73.1131086,401
2018-06-20,2018,6,25,2,171,11,DTB,4.0,7.1326223,-73.127043,851
2018-06-21,2018,6,25,3,172,9,DTB,2.0,7.0996427,-73.1141281,158
2018-06-21,2018,6,25,3,172,9,DTB,4.0,7.1216643,-73.1127069,880
2018-06-21,2018,6,25,3,172,11,DTB,4.0,7.1297252,-73.1261045,657
2018-06-21,2018,6,25,3,172,10,DTB,2.0,7.1263371,-73.1279653,84
2018-06-21,2018,6,25,3,172,13,DTB,4.0,7.1081647,-73.1148243,96
2018-06-21,2018,6,25,3,172,8,DTB,4.0,7.1165553,-73.1238105,266
2018-06-21,2018,6,25,3,172,18,DTB,4.0,7.1134451,-73.1087051,748
2018-06-21,2018,6,25,3,172,17,DTB,2.0,7.0917982,-73.1096603,510
2018-06-21,2018,6,25,3,172,20,DTB,4.0,7.1331023,-73.1152263,814
2018-06-21,2018,6,25,3,172,15,DTB,2.0,7.1250107,-73.1244345,341
2018-06-22,2018,6,25,4,173,1,DTB,4.0,7.1036839,-73.1136815,132
2018-06-22,2018,6,25,4,173,13,DTB,5.0,7.0915265,-73.1250263,476
2018-06-22,2018,6,25,4,173,13,DTB,2.0,7.1263371,-73.1279653,84
2018-06-22,2018,6,25,4,173,13,DTB,2.0,7.1324662,-73.1541962,51
2018-06-22,2018,6,25,4,173,15,DTB,4.0,7.1164217,-73.1302821,1017
2018-06-22,2018,6,25,4,173,14,DTB,2.0,7.1236015,-73.113313,418
2018-06-22,2018,6,25,4,173,17,DTB,4.0,7.1218324,-73.1303977,380
2018-06-22,2018,6,25,4,173,16,DTB,4.0,7.1128288,-73.1215922,91
2018-06-22,2018,6,25,4,173,19,DTB,2.0,7.1090832,-73.1142043,28
2018-06-22,2018,6,25,4,173,13,DTB,4.0,7.1301418,-73.1171282,322
2018-06-22,2018,6,25,4,173,20,DTB,4.0,7.1024623,-73.1077033,23
2018-06-22,2018,6,25,4,173,20,DTB,5.0,7.1052471,-73.1219815,33
2018-06-22,2018,6,25,4,173,18,DTB,4.0,7.1205976,-73.1162204,203
2018-06-22,2018,6,25,4,173,21,DTB,4.0,7.0909342,-73.1190155,117
2018-06-23,2018,6,25,5,174,21,DTB,2.0,7.1135479,-73.1355227,230
2018-06-23,2018,6,25,5,174,2,DTB,2.0,7.1088647,-73.1156976,399
2018-06-23,2018,6,25,5,174,10,DTB,2.0,7.1263371,-73.1279653,84
2018-06-23,2018,6,25,5,174,12,DTB,4.0,7.1180786,-73.1180025,24
2018-06-23,2018,6,25,5,174,13,DTB,2.0,7.1150958,-73.128357,494
2018-06-23,2018,6,25,5,174,14,DTB,4.0,7.1177514,-73.1154599,109
2018-06-23,2018,6,25,5,174,14,DTB,2.0,7.1253425,-73.1210697,339
2018-06-23,2018,6,25,5,174,16,DTB,4.0,7.1228928,-73.1202171,80
2018-06-23,2018,6,25,5,174,16,DTB,4.0,7.1229429,-73.1171729,179
2018-06-23,2018,6,25,5,174,18,DTB,4.0,7.1472437,-73.1403187,338
2018-06-23,2018,6,25,5,174,20,DTB,2.0,7.1278237,-73.1117839,17
2018-06-23,2018,6,25,5,174,2,DTB,2.0,7.1360252,-73.125948,67
2018-06-23,2018,6,25,5,174,23,DTB,2.0,7.122761,-73.128733,2
2018-06-24,2018,6,25,6,175,5,DTB,2.0,7.1240823,-73.1297082,609
2018-06-24,2018,6,25,6,175,11,DTB,2.0,7.0982752,-73.1112433,18
2018-06-24,2018,6,25,6,175,14,DTB,4.0,7.10176,-73.14212,150
2018-06-24,2018,6,25,6,175,23,DTB,2.0,7.0854502,-73.1179727,27
2018-06-24,2018,6,25,6,175,23,DTB,2.0,7.1103017,-73.1330712,940
2018-06-25,2018,6,26,0,176,1,DTB,5.0,7.1274549,-73.1191323,1
2018-06-25,2018,6,26,0,176,6,DTB,4.0,7.0913742,-73.1374729,373
2018-06-25,2018,6,26,0,176,10,DTB,4.0,7.0937556,-73.1412771,1171
2018-06-25,2018,6,26,0,176,12,DTB,4.0,7.120781,-73.1257983,207
2018-06-25,2018,6,26,0,176,12,DTB,4.0,7.1102855,-73.1143603,100
2018-06-25,2018,6,26,0,176,16,DTB,4.0,7.119349,-73.1227416,0
2018-06-25,2018,6,26,0,176,17,DTB,4.0,7.0811958,-73.1481874,116
2018-06-25,2018,6,26,0,176,16,DTB,4.0,7.122761,-73.128733,2
2018-06-25,2018,6,26,0,176,19,DTB,4.0,7.1261919,-73.1284382,176
2018-06-26,2018,6,26,1,177,7,DTB,2.0,7.1287471,-73.1560368,35
2018-06-26,2018,6,26,1,177,9,DTB,2.0,7.1377911,-73.1254098,141
2018-06-26,2018,6,26,1,177,8,DTB,2.0,7.0842028,-73.1521033,116
2018-06-26,2018,6,26,1,177,12,DTB,4.0,7.1305351,-73.1238887,328
2018-06-26,2018,6,26,1,177,12,DTB,4.0,7.1000728,-73.1129628,582
2018-06-26,2018,6,26,1,177,15,DTB,2.0,7.1073749,-73.1095021,127
2018-06-26,2018,6,26,1,177,20,DTB,2.0,7.08915,-73.1103119,175
2018-06-26,2018,6,26,1,177,21,DTB,2.0,7.1073749,-73.1095021,127
2018-06-26,2018,6,26,1,177,6,DTB,2.0,7.097279,-73.1087277,240
2018-06-27,2018,6,26,2,178,18,DTB,4.0,7.1024623,-73.1077033,23
2018-06-27,2018,6,26,2,178,16,DTB,4.0,7.0950465,-73.13551,902
2018-06-27,2018,6,26,2,178,16,DTB,2.0,7.12949,-73.1246959,602
2018-06-27,2018,6,26,2,178,9,DTB,4.0,7.0954779,-73.1070582,419
2018-06-27,2018,6,26,2,178,16,DTB,4.0,7.0934089,-73.1112529,713
2018-06-28,2018,6,26,3,179,7,DTB,2.0,7.1102855,-73.1143603,100
2018-06-28,2018,6,26,3,179,11,DTB,2.0,7.1203067,-73.1132305,55
2018-06-28,2018,6,26,3,179,12,DTB,4.0,7.1023194,-73.1020508,1223
2018-06-28,2018,6,26,3,179,15,DTB,2.0,7.1180786,-73.1180025,24
2018-06-28,2018,6,26,3,179,17,DTB,4.0,7.1178886,-73.1172572,26
2018-06-28,2018,6,26,3,179,18,DTB,4.0,7.0925435,-73.1431069,975
2018-06-28,2018,6,26,3,179,9,DTB,2.0,7.0939644,-73.1064845,660
2018-06-29,2018,6,26,4,180,10,DTB,4.0,7.1274549,-73.1191323,1
2018-06-29,2018,6,26,4,180,12,DTB,4.0,7.102634,-73.1127572,825
2018-06-29,2018,6,26,4,180,20,DTB,4.0,7.1019033,-73.126198,56
2018-06-29,2018,6,26,4,180,23,DTB,4.0,7.1362717,-73.1286323,48
2018-06-29,2018,6,26,4,180,15,DTB,4.0,7.1211974,-73.1193572,50
2018-06-30,2018,6,26,5,181,7,DTB,2.0,7.1250067,-73.1109277,348
2018-06-30,2018,6,26,5,181,8,DTB,2.0,7.0965682,-73.1105181,630
2018-06-30,2018,6,26,5,181,9,DTB,2.0,7.134345,-73.1295029,40
2018-06-30,2018,6,26,5,181,12,DTB,4.0,7.0844825,-73.1154298,382
2018-06-30,2018,6,26,5,181,15,DTB,4.0,7.1727995,-73.1336606,21
2018-06-30,2018,6,26,5,181,16,DTB,4.0,7.1023549,-73.1311136,376
2018-06-30,2018,6,26,5,181,18,DTB,4.0,7.1203357,-73.1217863,330
2018-07-01,2018,7,26,6,182,11,DTB,4.0,7.0971777,-73.1090046,240
2018-07-01,2018,7,26,6,182,10,DTB,4.0,7.1221824,-73.1097415,870
2018-07-01,2018,7,26,6,182,10,DTB,4.0,7.1239132,-73.1153999,278
2018-07-01,2018,7,26,6,182,0,DTB,2.0,7.1250734,-73.1143059,192
2018-07-01,2018,7,26,6,182,7,DTB,2.0,7.120781,-73.1257983,207
2018-07-02,2018,7,27,0,183,16,DTB,4.0,7.1135471,-73.1081448,352
2018-07-02,2018,7,27,0,183,13,DTB,4.0,7.122748,-73.1113997,104
2018-07-02,2018,7,27,0,183,10,DTB,2.0,7.1393361,-73.130891,439
2018-07-02,2018,7,27,0,183,9,DTB,2.0,7.0825545,-73.1305125,700
2018-07-02,2018,7,27,0,183,8,DTB,4.0,7.1389505,-73.1238996,922
2018-07-02,2018,7,27,0,183,21,DTB,2.0,7.1007637,-73.1225682,115
2018-07-02,2018,7,27,0,183,13,DTB,2.0,7.1377911,-73.1254098,141
2018-07-02,2018,7,27,0,183,19,DTB,4.0,7.1360252,-73.125948,67
2018-07-03,2018,7,27,1,184,9,DTB,2.0,7.0946918,-73.1118168,854
2018-07-03,2018,7,27,1,184,19,DTB,2.0,7.119349,-73.1227416,0
2018-07-03,2018,7,27,1,184,6,DTB,2.0,7.0913874,-73.1061238,124
2018-07-03,2018,7,27,1,184,6,DTB,4.0,7.124543,-73.1278778,445
2018-07-03,2018,7,27,1,184,12,DTB,4.0,7.1141243,-73.12066,221
2018-07-03,2018,7,27,1,184,14,DTB,2.0,7.11485,-73.11509,130
2018-07-03,2018,7,27,1,184,15,DTB,2.0,7.1156299,-73.1133798,349
2018-07-03,2018,7,27,1,184,15,DTB,2.0,7.124707,-73.1125212,448
2018-07-03,2018,7,27,1,184,19,DTB,4.0,7.122748,-73.1113997,104
2018-07-03,2018,7,27,1,184,17,DTB,4.0,7.1092903,-73.1122981,71
2018-07-03,2018,7,27,1,184,8,DTB,4.0,7.089364,-73.1324768,9
2018-07-03,2018,7,27,1,184,16,DTB,4.0,7.1198209,-73.1222332,903
2018-07-04,2018,7,27,2,185,21,DTB,4.0,7.0854142,-73.115419,98
2018-07-04,2018,7,27,2,185,17,DTB,2.0,7.0982752,-73.1112433,18
2018-07-04,2018,7,27,2,185,20,DTB,4.0,7.1236585,-73.1221128,727
2018-07-04,2018,7,27,2,185,20,DTB,2.0,7.122761,-73.128733,2
2018-07-04,2018,7,27,2,185,10,DTB,2.0,7.106591,-73.1145961,182
2018-07-04,2018,7,27,2,185,7,DTB,4.0,7.1045495,-73.1119536,946
2018-07-04,2018,7,27,2,185,16,DTB,2.0,7.0920447,-73.1136107,686
2018-07-04,2018,7,27,2,185,16,DTB,2.0,7.1367658,-73.1261095,114
2018-07-04,2018,7,27,2,185,15,DTB,2.0,7.0982752,-73.1112433,18
2018-07-04,2018,7,27,2,185,2,DTB,2.0,7.1265664,-73.1128516,128
2018-07-04,2018,7,27,2,185,18,DTB,4.0,7.1321931,-73.124275,486
2018-07-05,2018,7,27,3,186,16,DTB,2.0,7.0880075,-73.1148479,191
2018-07-05,2018,7,27,3,186,2,DTB,4.0,7.089364,-73.1324768,9
2018-07-05,2018,7,27,3,186,9,DTB,2.0,7.1271509,-73.1190636,1
2018-07-05,2018,7,27,3,186,10,DTB,4.0,7.1370879,-73.1202604,312
2018-07-05,2018,7,27,3,186,1,DTB,2.0,7.119349,-73.1227416,0
2018-07-05,2018,7,27,3,186,11,DTB,2.0,7.114425,-73.1250874,32
2018-07-05,2018,7,27,3,186,10,DTB,2.0,7.0906551,-73.1067458,107
2018-07-05,2018,7,27,3,186,14,DTB,4.0,7.0854142,-73.115419,98
2018-07-05,2018,7,27,3,186,18,DTB,2.0,7.0854142,-73.115419,98
2018-07-05,2018,7,27,3,186,23,DTB,2.0,7.11931,-73.1214239,12
2018-07-05,2018,7,27,3,186,12,DTB,2.0,7.1127838,-73.1122252,262
2018-07-05,2018,7,27,3,186,14,DTB,4.0,7.1163746,-73.1120282,396
2018-07-05,2018,7,27,3,186,14,DTB,2.0,7.0947624,-73.1066958,417
2018-07-05,2018,7,27,3,186,15,DTB,2.0,7.0979358,-73.1191245,218
2018-07-06,2018,7,27,4,187,17,DTB,4.0,7.1150936,-73.1107432,276
2018-07-06,2018,7,27,4,187,13,DTB,2.0,7.1542512,-73.1313392,95
2018-07-06,2018,7,27,4,187,13,DTB,2.0,7.122761,-73.128733,2
2018-07-06,2018,7,27,4,187,12,DTB,2.0,7.1361841,-73.1313584,62
2018-07-06,2018,7,27,4,187,12,DTB,4.0,7.1139292,-73.1263607,209
2018-07-06,2018,7,27,4,187,10,DTB,4.0,7.102972,-73.130319,676
2018-07-06,2018,7,27,4,187,8,DTB,2.0,7.1178498,-73.1168055,26
2018-07-06,2018,7,27,4,187,9,DTB,2.0,7.1095675,-73.1098424,110
2018-07-06,2018,7,27,4,187,8,DTB,2.0,7.1141088,-73.1188948,317
2018-07-06,2018,7,27,4,187,15,DTB,2.0,7.1007637,-73.1225682,115
2018-07-06,2018,7,27,4,187,7,DTB,4.0,7.1382788,-73.1272766,1440
2018-07-06,2018,7,27,4,187,17,DTB,2.0,7.136919,-73.1252655,285
2018-07-06,2018,7,27,4,187,4,DTB,4.0,7.1306523,-73.1147217,710
2018-07-06,2018,7,27,4,187,14,DTB,4.0,7.1180879,-73.1255844,316
2018-07-07,2018,7,27,5,188,14,DTB,4.0,7.1362717,-73.1286323,48
2018-07-07,2018,7,27,5,188,6,DTB,2.0,7.1089841,-73.1141976,28
2018-07-07,2018,7,27,5,188,7,DTB,4.0,7.0883841,-73.1082597,11
2018-07-07,2018,7,27,5,188,9,DTB,4.0,7.1263371,-73.1279653,84
2018-07-07,2018,7,27,5,188,14,DTB,2.0,7.1305708,-73.1284134,1045
2018-07-07,2018,7,27,5,188,19,DTB,2.0,7.089364,-73.1324768,9
2018-07-08,2018,7,27,6,189,17,DTB,4.0,7.1191128,-73.1098445,156
2018-07-08,2018,7,27,6,189,9,DTB,4.0,7.1019033,-73.126198,56
2018-07-08,2018,7,27,6,189,18,DTB,2.0,7.1257031,-73.1144903,320
2018-07-08,2018,7,27,6,189,8,DTB,2.0,7.1148717,-73.1084037,429
2018-07-09,2018,7,28,0,190,7,DTB,4.0,7.1130605,-73.112271,262
2018-07-09,2018,7,28,0,190,21,DTB,4.0,7.122761,-73.128733,2
2018-07-09,2018,7,28,0,190,21,DTB,2.0,7.1273339,-73.1129514,224
2018-07-09,2018,7,28,0,190,18,DTB,4.0,7.1131379,-73.1104069,54
2018-07-09,2018,7,28,0,190,18,DTB,4.0,7.1102448,-73.1099598,267
2018-07-09,2018,7,28,0,190,16,DTB,2.0,7.1089841,-73.1141976,28
2018-07-09,2018,7,28,0,190,14,DTB,2.0,7.119349,-73.1227416,0
2018-07-09,2018,7,28,0,190,10,DTB,4.0,7.119349,-73.1227416,0
2018-07-09,2018,7,28,0,190,10,DTB,4.0,7.1175894,-73.1112649,7
2018-07-09,2018,7,28,0,190,11,DTB,4.0,7.1274549,-73.1191323,1
2018-07-09,2018,7,28,0,190,20,DTB,4.0,7.1076693,-73.1364925,4
2018-07-09,2018,7,28,0,190,5,DTB,2.0,7.0818713,-73.1231232,154
2018-07-09,2018,7,28,0,190,8,DTB,2.0,7.1287471,-73.1560368,35
2018-07-10,2018,7,28,1,191,16,DTB,2.0,7.0908922,-73.11329,1192
2018-07-10,2018,7,28,1,191,15,DTB,2.0,7.1360252,-73.125948,67
2018-07-10,2018,7,28,1,191,14,DTB,4.0,7.1210645,-73.1118881,252
2018-07-10,2018,7,28,1,191,9,DTB,4.0,7.089364,-73.1324768,9
2018-07-10,2018,7,28,1,191,1,DTB,2.0,7.1606967,-73.1323789,38
2018-07-10,2018,7,28,1,191,3,DTB,4.0,7.122761,-73.128733,2
